0	1	1	1	1	1	1	1	94.51
0	-1	-1	-1	-1	-1	-1	-1	107.57
1	0	1	1	-1	1	-1	-1	94.36
-1	0	-1	-1	1	-1	1	1	107.99
1	-1	0	1	1	-1	1	-1	91.8
-1	1	0	-1	-1	1	-1	1	89.25
1	-1	-1	0	1	1	-1	1	93.7
-1	1	1	0	-1	-1	1	-1	95.27
1	1	-1	-1	0	1	1	-1	89.55
-1	-1	1	1	0	-1	-1	1	87.87
1	-1	1	-1	-1	0	1	1	94.58
-1	1	-1	1	1	0	-1	-1	95.89
1	1	-1	1	-1	-1	0	1	93.23
-1	-1	1	-1	1	1	0	-1	85.93
1	1	1	-1	1	-1	-1	0	98.11
-1	-1	-1	1	-1	1	1	0	93.52
0	0	0	0	0	0	0	0	99.75
